EmployeeNumber,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,ExpectedSalary,CompRatio,CompSegment,PercentSalaryHike,PerformanceRating,StockOptionLevel,StockMultiplier,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,IncentiveEligible,SimulatedPayout,RiskScore,AttritionRisk,Attrition,AttritionFlag
1728,35,Male,Research & Development,Manufacturing Director,4,Life Sciences,Married,6883,8709.018112916518,0.7903301969014953,Underpaid,16,3,1,1.1,No,7,7,0,7,17,2,3,4,3,2,3,Travel_Rarely,27,1,14536.896000000002,30,Medium,No,0
1729,30,Male,Research & Development,Research Scientist,1,Life Sciences,Married,2862,6154.979468872747,0.4649893658417289,Underpaid,12,3,1,1.1,No,10,0,0,8,10,1,4,2,2,2,2,Travel_Rarely,16,1,4533.408,30,Medium,No,0
1731,47,Male,Sales,Sales Executive,4,Marketing,Married,4978,3456.3903526402273,1.440230845511261,Overpaid,11,3,1,1.1,No,1,0,0,0,4,7,2,3,1,4,3,Non-Travel,2,0,0.0,15,Stable,No,0
1732,46,Male,Sales,Sales Executive,3,Life Sciences,Divorced,10368,7795.164835260224,1.3300552610641347,Overpaid,12,3,1,1.1,Yes,10,6,0,3,13,4,4,3,2,2,5,Travel_Rarely,2,0,0.0,25,Medium,No,0
1733,36,Male,Sales,Sales Executive,5,Marketing,Divorced,6134,8725.860891541219,0.7029678877812792,Underpaid,13,3,3,1.3,Yes,2,2,2,2,16,5,1,2,3,2,3,Travel_Rarely,13,0,0.0,70,High,Yes,1
1734,32,Male,Sales,Sales Executive,2,Life Sciences,Single,6735,6275.954592323665,1.073143519591077,Fair,15,3,0,1.0,No,0,0,0,0,10,6,2,1,3,2,2,Travel_Rarely,1,0,0.0,15,Stable,Yes,1
1735,23,Female,Research & Development,Laboratory Technician,1,Medical,Single,3295,2861.225992877996,1.1516042452437278,Overpaid,13,3,0,1.0,No,3,2,1,2,3,1,2,3,1,3,3,Travel_Rarely,4,0,0.0,15,Stable,No,0
1736,31,Female,Research & Development,Manufacturing Director,1,Technical Degree,Single,5238,5142.435154563029,1.0185835781229393,Fair,20,4,0,1.0,No,5,4,1,4,9,2,4,4,2,4,3,Travel_Frequently,24,1,12571.2,0,Stable,No,0
1737,39,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,6472,5424.738920038295,1.193052807775367,Overpaid,15,3,1,1.1,Yes,9,8,5,8,9,1,4,4,3,4,2,Non-Travel,1,0,0.0,45,Medium,No,0
1739,32,Male,Sales,Sales Executive,3,Life Sciences,Married,9610,6262.5972193402395,1.5345071163641604,Overpaid,13,3,1,1.1,No,4,3,0,2,10,3,3,4,1,3,2,Travel_Rarely,19,0,0.0,0,Stable,No,0
1740,40,Male,Sales,Manager,4,Medical,Single,19833,12142.055227985104,1.6334137530760646,Overpaid,14,3,0,1.0,No,21,8,12,8,21,1,2,2,2,2,3,Travel_Rarely,7,0,0.0,35,Medium,No,0
1744,45,Female,Human Resources,Human Resources,3,Life Sciences,Married,9756,4572.369276737093,2.1336859316319305,Overpaid,21,4,2,1.2,No,5,0,0,3,9,4,3,3,4,3,2,Travel_Rarely,4,0,0.0,0,Stable,No,0
1745,30,Female,Research & Development,Research Scientist,4,Technical Degree,Single,4968,5502.795266812558,0.9028138898719499,Fair,16,3,0,1.0,No,9,7,0,7,10,0,1,4,3,4,2,Travel_Frequently,2,1,9538.56,15,Stable,No,0
1746,24,Male,Human Resources,Human Resources,3,Medical,Married,2145,1878.9031171582187,1.141623525136434,Fair,14,3,1,1.1,No,2,2,2,1,3,0,4,1,3,4,2,Travel_Frequently,10,1,3963.960000000001,0,Stable,No,0
1747,30,Female,Human Resources,Human Resources,3,Human Resources,Divorced,2180,3337.3883965958235,0.6532053632785523,Underpaid,11,3,1,1.1,No,4,2,1,2,6,6,4,3,2,3,0,Travel_Frequently,8,1,3165.36,30,Medium,Yes,1
1749,31,Male,Sales,Sales Executive,3,Technical Degree,Married,8346,4565.54180605269,1.8280415237760896,Overpaid,19,3,1,1.1,No,5,2,0,2,6,1,3,1,3,3,3,Travel_Rarely,5,0,0.0,0,Stable,No,0
1751,27,Female,Research & Development,Research Scientist,3,Medical,Single,3445,3867.0126445138767,0.8908685635893678,Fair,11,3,0,1.0,No,6,2,1,4,6,1,4,3,2,3,5,Travel_Rarely,8,1,4547.4,0,Stable,No,0
1752,29,Female,Sales,Sales Representative,3,Marketing,Single,2760,2519.6732951372933,1.0953801055583325,Fair,13,3,0,1.0,No,2,2,2,2,2,1,2,2,3,3,3,Travel_Rarely,9,1,4305.6,15,Stable,Yes,1
1753,29,Male,Research & Development,Healthcare Representative,3,Life Sciences,Single,6294,6001.4837152997,1.0487406612392502,Fair,12,3,0,1.0,Yes,3,2,0,2,10,8,3,4,4,4,5,Travel_Frequently,1,0,0.0,25,Medium,No,0
1754,30,Male,Sales,Sales Executive,2,Marketing,Divorced,7140,7221.46068911714,0.9887196382250059,Fair,11,3,1,1.1,No,7,7,1,7,12,2,1,3,3,1,2,Travel_Rarely,15,1,10367.28,15,Stable,No,0
1755,34,Male,Research & Development,Research Scientist,4,Medical,Married,2932,3820.946623434279,0.7673491123947471,Underpaid,14,3,3,1.3,Yes,5,0,1,2,6,0,4,4,3,1,3,Travel_Rarely,2,0,0.0,55,High,No,0
1756,33,Female,Sales,Sales Executive,3,Marketing,Single,5147,7801.706564879459,0.659727452858838,Underpaid,15,3,0,1.0,No,11,7,1,7,13,8,2,4,2,4,2,Non-Travel,2,1,9264.6,45,Medium,No,0
1757,49,Female,Sales,Sales Executive,4,Marketing,Single,4507,5425.73150405116,0.8306714028578114,Underpaid,12,3,0,1.0,No,5,1,0,4,8,3,4,4,4,3,1,Travel_Rarely,11,1,6490.08,30,Medium,No,0
1758,33,Female,Sales,Sales Executive,3,Life Sciences,Single,8564,6373.493789904732,1.3436900203095687,Overpaid,20,4,0,1.0,Yes,0,0,0,0,11,2,1,1,2,3,2,Travel_Rarely,16,0,0.0,40,Medium,Yes,1
1760,38,Female,Research & Development,Laboratory Technician,2,Medical,Married,2468,5684.215112668166,0.4341848348595525,Underpaid,14,3,1,1.1,No,6,1,0,5,9,4,2,3,2,2,4,Travel_Frequently,2,1,4560.864000000001,45,Medium,No,0
1761,31,Male,Sales,Sales Executive,4,Marketing,Married,8161,6155.53232101673,1.3257992281408442,Overpaid,13,3,3,1.3,No,1,0,0,0,10,2,3,1,3,1,2,Travel_Rarely,16,0,0.0,0,Stable,Yes,1
1762,29,Female,Research & Development,Research Scientist,3,Technical Degree,Divorced,2109,1441.272768754292,1.4632899793304441,Overpaid,13,3,1,1.1,No,1,0,0,0,1,1,1,4,3,3,2,Travel_Rarely,4,0,0.0,15,Stable,No,0
1763,30,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,5294,6315.143141809292,0.838302455086278,Underpaid,16,3,1,1.1,No,7,0,1,7,10,3,3,3,3,3,3,Travel_Rarely,16,1,11180.928,30,Medium,No,0
1764,32,Male,Research & Development,Research Scientist,4,Technical Degree,Single,2718,6293.594961022038,0.4318676395340534,Underpaid,14,3,0,1.0,No,7,7,0,7,12,2,2,2,3,2,3,Non-Travel,5,1,4566.240000000001,45,Medium,No,0
1766,38,Male,Research & Development,Healthcare Representative,3,Medical,Married,5811,8237.685229708313,0.7054166113367942,Underpaid,16,3,1,1.1,Yes,1,0,1,0,15,3,4,2,3,3,2,Travel_Rarely,18,0,0.0,55,High,No,0
1767,43,Male,Research & Development,Research Scientist,3,Technical Degree,Married,2437,3690.5577424013773,0.6603337950795181,Underpaid,16,3,1,1.1,Yes,1,0,0,0,6,9,3,3,3,4,4,Travel_Frequently,17,0,0.0,55,High,Yes,1
1768,42,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,2766,4281.895342425421,0.6459756203273378,Underpaid,22,4,3,1.3,No,5,3,0,4,7,8,2,2,2,2,6,Travel_Rarely,12,1,9492.912,45,Medium,No,0
1770,55,Male,Research & Development,Research Director,3,Medical,Married,19038,16369.62268394875,1.1630078693669421,Overpaid,12,3,3,1.3,No,1,0,0,0,34,8,1,3,3,2,2,Travel_Rarely,2,0,0.0,15,Stable,No,0
1771,33,Male,Research & Development,Research Scientist,3,Technical Degree,Divorced,3055,5992.176553002339,0.5098314398746001,Underpaid,15,3,2,1.2,No,9,8,1,7,11,5,2,4,2,4,2,Non-Travel,4,1,6598.8,45,Medium,No,0
1772,41,Male,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,2289,3294.7416435007826,0.6947433965012972,Underpaid,20,4,2,1.2,No,5,3,0,4,5,1,1,3,3,2,2,Travel_Rarely,9,1,6592.320000000001,45,Medium,No,0
1774,34,Male,Sales,Sales Executive,3,Life Sciences,Divorced,4001,8583.841218798902,0.4661083421764227,Underpaid,14,3,1,1.1,Yes,15,14,0,7,15,1,3,4,3,3,3,Non-Travel,10,0,0.0,55,High,No,0
1775,53,Female,Research & Development,Manufacturing Director,4,Medical,Married,12965,12964.458472056653,1.0000417701938353,Fair,20,4,3,1.3,Yes,3,2,0,2,27,4,3,1,2,4,2,Non-Travel,1,0,0.0,25,Medium,No,0
1778,43,Male,Human Resources,Human Resources,3,Life Sciences,Single,3539,5169.5250236096645,0.6845890065019674,Underpaid,13,3,0,1.0,No,9,7,1,8,10,0,4,2,3,2,5,Travel_Rarely,2,1,5520.84,30,Medium,No,0
1779,34,Female,Sales,Sales Executive,2,Life Sciences,Single,6029,4489.610072644464,1.3428783129152253,Overpaid,12,3,0,1.0,No,2,2,2,2,6,5,4,4,3,1,3,Travel_Rarely,3,0,0.0,0,Stable,No,0
1780,21,Male,Sales,Sales Representative,1,Marketing,Single,2679,2286.069407725695,1.1718804297657845,Overpaid,13,3,0,1.0,No,1,0,1,0,1,1,2,2,3,2,3,Travel_Rarely,7,0,0.0,15,Stable,Yes,1
1782,38,Female,Research & Development,Laboratory Technician,2,Other,Married,3702,3686.583732109494,1.0041817218896272,Fair,11,3,1,1.1,No,5,4,0,4,5,1,3,4,3,2,3,Travel_Rarely,6,1,5375.304000000001,0,Stable,No,0
1783,22,Female,Research & Development,Laboratory Technician,1,Medical,Married,2398,1948.4285441806928,1.230735408368979,Overpaid,17,3,0,1.0,Yes,1,0,0,0,1,1,1,3,3,3,6,Travel_Rarely,8,0,0.0,40,Medium,Yes,1
1784,31,Female,Sales,Sales Executive,4,Marketing,Married,5468,7768.72400303833,0.703847890317828,Underpaid,14,3,2,1.2,No,12,7,5,7,13,1,4,1,3,1,3,Travel_Rarely,29,1,11023.488000000001,50,High,No,0
1786,51,Female,Research & Development,Manager,3,Technical Degree,Married,13116,7947.104273951014,1.6504124707400116,Overpaid,11,3,0,1.0,No,2,2,2,2,15,2,3,1,3,4,2,Travel_Rarely,3,0,0.0,0,Stable,No,0
1787,37,Male,Sales,Sales Executive,2,Marketing,Married,4189,4203.124520789079,0.9966395188343297,Fair,14,3,2,1.2,No,5,2,0,3,5,1,2,2,3,1,2,Travel_Rarely,9,1,8445.024,15,Stable,No,0
1789,46,Male,Research & Development,Research Director,4,Medical,Divorced,19328,11790.15475680801,1.6393338678476124,Overpaid,17,3,1,1.1,Yes,2,1,2,2,24,7,4,3,3,3,3,Travel_Rarely,2,0,0.0,25,Medium,No,0
1790,36,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,8321,8453.39050953622,0.9843387680497108,Fair,13,3,1,1.1,Yes,12,8,5,7,15,7,1,4,3,4,1,Travel_Rarely,10,0,0.0,60,High,No,0
1792,44,Male,Research & Development,Research Scientist,2,Medical,Divorced,2342,3852.079788349563,0.6079832528607716,Underpaid,12,3,3,1.3,Yes,5,3,2,3,6,1,2,3,2,3,2,Travel_Frequently,1,0,0.0,70,High,Yes,1
1794,37,Male,Human Resources,Human Resources,2,Other,Divorced,4071,9695.542759302996,0.41988366211822686,Underpaid,13,3,0,1.0,No,10,0,4,7,19,2,2,3,2,3,4,Travel_Rarely,8,1,6350.76,65,High,No,0
1797,35,Male,Sales,Sales Executive,3,Life Sciences,Single,5813,6397.678433066531,0.9086108438891506,Fair,18,3,0,1.0,Yes,10,7,7,7,10,1,4,3,3,4,2,Travel_Rarely,27,0,0.0,45,Medium,Yes,1
1798,33,Male,Research & Development,Research Scientist,4,Life Sciences,Married,3143,7308.76497534946,0.43003161417838875,Underpaid,19,3,1,1.1,No,10,8,7,6,14,6,1,4,3,2,1,Travel_Rarely,8,1,7882.644,65,High,No,0
1799,28,Male,Research & Development,Research Scientist,3,Life Sciences,Married,2044,3314.783084154341,0.6166316009548058,Underpaid,11,3,1,1.1,No,5,3,0,3,5,1,4,3,4,3,6,Travel_Rarely,1,1,2967.8880000000004,30,Medium,No,0
1800,39,Male,Research & Development,Research Director,1,Medical,Single,13464,5052.824335820097,2.6646483442046534,Overpaid,21,4,0,1.0,No,4,3,2,2,9,7,3,3,3,3,3,Travel_Rarely,10,0,0.0,0,Stable,No,0
1801,46,Male,Sales,Sales Executive,2,Life Sciences,Single,7991,4489.610072644464,1.7798873110807043,Overpaid,15,3,0,1.0,No,2,2,2,2,6,8,2,2,3,3,3,Non-Travel,26,0,0.0,15,Stable,No,0
1802,40,Female,Research & Development,Laboratory Technician,2,Life Sciences,Married,3377,4579.755991949093,0.7373755295995118,Underpaid,17,3,1,1.1,No,4,3,0,2,7,4,1,3,2,4,5,Travel_Rarely,2,1,7577.988000000001,45,Medium,No,0
1803,42,Male,Research & Development,Healthcare Representative,3,Medical,Married,5538,5933.943108436554,0.9332748728457433,Fair,18,3,2,1.2,No,0,0,0,0,10,5,1,2,2,3,2,Travel_Rarely,13,0,0.0,15,Stable,No,0
1804,35,Male,Research & Development,Manufacturing Director,2,Medical,Divorced,5762,7984.183542389295,0.7216767963071777,Underpaid,14,3,1,1.1,No,7,7,1,7,15,2,4,2,3,3,6,Non-Travel,2,1,10648.176000000003,30,Medium,No,0
1805,38,Male,Human Resources,Human Resources,3,Human Resources,Divorced,2592,6484.264049030941,0.3997369601855385,Underpaid,13,3,3,1.3,No,11,10,3,8,13,5,2,1,3,4,3,Non-Travel,2,1,5256.576,45,Medium,No,0
1807,34,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,5346,6463.506830820064,0.8271051829803234,Underpaid,17,3,1,1.1,No,7,1,0,7,11,4,1,4,2,3,3,Travel_Frequently,9,1,11996.424,45,Medium,Yes,1
1809,37,Male,Research & Development,Manufacturing Director,4,Medical,Single,4213,5915.052264706399,0.7122506803765525,Underpaid,15,3,0,1.0,No,10,3,0,8,10,1,1,4,1,2,4,Travel_Rarely,10,1,7583.4,45,Medium,Yes,1
1812,39,Male,Sales,Sales Executive,3,Life Sciences,Divorced,4127,4899.942775913519,0.8422547341342338,Underpaid,18,3,1,1.1,No,2,1,2,2,7,2,4,3,3,4,6,Travel_Frequently,20,1,9805.752,30,Medium,No,0
1813,43,Male,Research & Development,Research Scientist,3,Life Sciences,Single,2438,4153.498196369263,0.586975095386138,Underpaid,13,3,0,1.0,No,3,2,1,2,7,4,3,1,2,3,2,Non-Travel,9,1,3803.28,30,Medium,No,0
1814,41,Male,Research & Development,Healthcare Representative,3,Life Sciences,Single,6870,6451.340710029116,1.0648949278589557,Fair,12,3,0,1.0,No,3,2,1,2,11,3,2,2,1,1,3,Travel_Rarely,5,1,9892.8,15,Stable,No,0
1815,41,Female,Sales,Sales Executive,1,Marketing,Divorced,10447,12738.776628938587,0.8200944489651876,Underpaid,13,3,1,1.1,Yes,22,14,13,5,23,0,3,3,4,4,3,Travel_Rarely,4,0,0.0,75,High,No,0
1816,30,Female,Research & Development,Manufacturing Director,3,Medical,Single,9667,5197.6018645469885,1.8598962082761517,Overpaid,14,3,0,1.0,No,7,7,0,2,9,9,3,1,3,2,3,Travel_Rarely,10,0,0.0,0,Stable,No,0
1818,26,Female,Human Resources,Human Resources,2,Medical,Married,2148,3527.2006716917476,0.6089815125176183,Underpaid,11,3,0,1.0,Yes,5,1,1,4,6,0,2,4,3,3,3,Travel_Rarely,20,0,0.0,70,High,Yes,1
1821,46,Female,Research & Development,Healthcare Representative,2,Medical,Married,8926,7260.782116992062,1.2293441472525264,Overpaid,22,4,1,1.1,No,9,7,3,7,13,4,2,4,4,4,2,Travel_Rarely,21,0,0.0,15,Stable,Yes,1
1822,40,Female,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,6513,6962.196582002444,0.9354806235773871,Fair,17,3,1,1.1,No,5,3,0,3,12,4,4,3,3,4,3,Travel_Rarely,1,1,14615.172000000002,0,Stable,No,0
1823,34,Male,Sales,Sales Executive,2,Technical Degree,Married,6799,6172.324636844351,1.1015298773196158,Fair,21,4,2,1.2,No,10,8,4,8,10,1,3,2,3,3,5,Travel_Rarely,8,1,20560.176,20,Stable,No,0
1824,58,Male,Sales,Manager,3,Medical,Divorced,16291,18842.127609310213,0.8646051198565464,Fair,22,4,1,1.1,No,16,9,14,14,37,4,2,2,2,4,0,Non-Travel,2,1,47309.064,35,Medium,No,0
1826,35,Male,Research & Development,Laboratory Technician,4,Medical,Married,2705,3961.5613079073,0.6828115961756805,Underpaid,16,3,1,1.1,No,5,4,0,3,6,0,3,2,4,2,2,Travel_Rarely,23,1,5712.960000000001,30,Medium,No,0
1827,47,Female,Research & Development,Manufacturing Director,3,Life Sciences,Divorced,10333,14370.080306754295,0.7190634832529943,Underpaid,12,3,1,1.1,Yes,22,11,14,10,28,8,2,3,3,3,4,Travel_Rarely,4,0,0.0,90,High,No,0
1829,40,Female,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,4448,8372.766443434606,0.5312461574140576,Underpaid,12,3,1,1.1,No,7,4,7,7,15,2,1,2,3,2,3,Travel_Rarely,12,1,7045.6320000000005,65,High,No,0
1830,54,Female,Research & Development,Research Scientist,4,Medical,Married,6854,7480.801458513525,0.9162119911897684,Fair,15,3,1,1.1,No,7,1,1,7,14,4,4,4,2,2,2,Travel_Rarely,7,1,13570.92,0,Stable,No,0
1833,31,Female,Sales,Sales Executive,4,Marketing,Married,9637,5718.758785525782,1.6851558810963165,Overpaid,14,3,2,1.2,No,3,2,2,2,9,2,1,1,3,4,3,Travel_Frequently,7,0,0.0,15,Stable,No,0
1834,28,Female,Research & Development,Research Scientist,3,Medical,Married,3591,2089.192129769052,1.7188462223419174,Overpaid,25,4,1,1.1,No,3,2,1,2,3,1,1,3,3,3,3,Travel_Rarely,1,0,0.0,15,Stable,No,0
1835,38,Female,Sales,Sales Representative,4,Marketing,Married,5405,10373.695698367806,0.5210293570545376,Underpaid,20,4,2,1.2,Yes,4,2,0,3,20,2,4,2,2,1,4,Travel_Rarely,2,0,0.0,55,High,No,0
1836,26,Male,Sales,Sales Executive,3,Medical,Single,4684,4067.7693933178307,1.1514910377403542,Overpaid,13,3,0,1.0,No,5,3,1,2,5,1,4,3,3,1,4,Travel_Rarely,10,0,0.0,0,Stable,No,0
1837,58,Male,Research & Development,Research Director,4,Life Sciences,Married,15787,11292.38234407315,1.398022093033882,Overpaid,14,3,0,1.0,Yes,2,2,2,2,23,2,3,1,3,2,3,Travel_Frequently,15,0,0.0,25,Medium,No,0
1839,18,Female,Research & Development,Research Scientist,3,Medical,Single,1514,936.9586264001982,1.6158664399268075,Overpaid,16,3,0,1.0,No,0,0,0,0,0,1,3,2,1,3,4,Non-Travel,14,0,0.0,0,Stable,No,0
1842,31,Male,Human Resources,Human Resources,5,Human Resources,Married,2956,1295.5403918833986,2.2816733607994264,Overpaid,17,3,0,1.0,No,1,0,0,0,2,0,1,4,3,3,4,Travel_Rarely,18,0,0.0,15,Stable,Yes,1
1844,29,Male,Human Resources,Human Resources,3,Human Resources,Divorced,2335,2328.7601118876355,1.0026794894332447,Fair,15,3,3,1.3,Yes,2,2,2,0,4,4,1,1,3,4,3,Travel_Rarely,13,0,0.0,40,Medium,Yes,1
1845,45,Female,Sales,Sales Executive,4,Life Sciences,Married,5154,5936.446340668828,0.8681961739789474,Fair,22,4,2,1.2,No,8,7,5,7,10,4,3,3,4,2,3,Non-Travel,2,1,16327.872,20,Stable,No,0
1847,36,Female,Research & Development,Research Scientist,4,Other,Married,6962,7386.9528978177805,0.9424725047396312,Fair,22,4,1,1.1,Yes,1,0,0,0,15,4,2,4,3,4,2,Travel_Rarely,2,0,0.0,40,Medium,No,0
1849,43,Male,Sales,Sales Executive,4,Life Sciences,Married,5675,4532.4182088559,1.2520909895101047,Overpaid,20,4,1,1.1,No,7,7,7,7,7,1,4,1,3,3,5,Travel_Frequently,2,0,0.0,20,Stable,No,0
1850,27,Female,Research & Development,Laboratory Technician,2,Life Sciences,Single,2379,4136.44072683891,0.5751321382569512,Underpaid,14,3,0,1.0,Yes,5,4,0,2,6,0,4,4,2,3,3,Travel_Frequently,5,0,0.0,55,High,No,0
1852,29,Male,Research & Development,Laboratory Technician,1,Medical,Married,3812,6608.246623678092,0.5768549839440276,Underpaid,13,3,0,1.0,No,11,8,3,10,11,1,4,4,4,2,3,Travel_Frequently,20,1,5946.72,30,Medium,No,0
1853,32,Male,Sales,Sales Executive,4,Marketing,Single,4648,3401.933205015551,1.3662819696598814,Overpaid,13,3,0,1.0,No,0,0,0,0,4,8,4,4,4,3,2,Travel_Frequently,10,0,0.0,0,Stable,No,0
1854,42,Male,Research & Development,Research Scientist,4,Technical Degree,Married,2936,5266.2074082777535,0.5575169704453744,Underpaid,22,4,2,1.2,No,6,3,3,3,10,3,3,3,2,2,1,Non-Travel,10,1,9301.248,30,Medium,No,0
1856,47,Female,Research & Development,Laboratory Technician,4,Life Sciences,Single,2105,4343.877695773572,0.48459007076743554,Underpaid,12,3,0,1.0,No,2,2,2,0,7,4,3,2,3,3,2,Travel_Rarely,9,1,3031.2,30,Medium,No,0
1857,46,Male,Research & Development,Manufacturing Director,2,Life Sciences,Divorced,8578,6695.6114354449555,1.281137664977112,Overpaid,14,3,1,1.1,No,9,8,4,7,12,3,4,4,2,3,4,Travel_Rarely,2,0,0.0,20,Stable,No,0
1858,28,Male,Human Resources,Human Resources,2,Life Sciences,Divorced,2706,2020.799974248701,1.3390736512682533,Overpaid,15,3,1,1.1,No,3,2,2,2,3,1,4,3,3,2,2,Non-Travel,1,0,0.0,0,Stable,No,0
1859,29,Male,Research & Development,Healthcare Representative,1,Life Sciences,Divorced,6384,6939.879555470318,0.9199006912112546,Fair,17,3,2,1.2,No,7,0,1,6,11,8,3,4,3,4,3,Travel_Rarely,29,1,15628.032,0,Stable,No,0
1860,42,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,3968,4868.090940730324,0.8151039182116655,Underpaid,13,3,0,1.0,No,0,0,0,0,8,4,3,4,3,4,3,Travel_Rarely,8,0,0.0,30,Medium,No,0
1862,32,Male,Sales,Sales Executive,4,Marketing,Single,9907,4764.587648442271,2.079298510383996,Overpaid,12,3,0,1.0,Yes,2,2,2,2,7,7,2,3,2,3,3,Travel_Rarely,2,0,0.0,40,Medium,Yes,1
1863,46,Female,Sales,Sales Executive,3,Technical Degree,Divorced,13225,13156.493502575453,1.0052070483226505,Fair,12,3,1,1.1,No,19,17,2,8,25,2,1,1,3,4,5,Travel_Rarely,3,1,20948.4,15,Stable,No,0
1864,27,Female,Sales,Sales Representative,1,Medical,Married,3540,5672.381114832365,0.6240765435776995,Underpaid,21,4,1,1.1,No,9,8,5,8,9,1,3,2,3,4,5,Travel_Rarely,23,1,9812.88,50,High,No,0
1865,29,Male,Human Resources,Human Resources,1,Medical,Married,2804,1195.442235017203,2.3455754848410963,Overpaid,11,3,0,1.0,No,1,0,0,0,1,1,2,4,3,4,3,Travel_Rarely,6,0,0.0,15,Stable,No,0
1866,43,Female,Research & Development,Manager,3,Medical,Married,19392,10929.49212901857,1.774281894445294,Overpaid,13,3,0,1.0,No,16,12,6,14,21,7,3,1,3,4,2,Travel_Rarely,6,0,0.0,20,Stable,No,0
1867,48,Male,Research & Development,Research Director,3,Life Sciences,Married,19665,14784.783630365455,1.330083719291732,Overpaid,12,3,0,1.0,No,22,10,12,9,29,4,2,4,3,4,3,Travel_Rarely,10,0,0.0,35,Medium,No,0
1868,29,Male,Research & Development,Research Scientist,2,Life Sciences,Single,2439,1263.834390537554,1.9298414557010162,Overpaid,24,4,0,1.0,Yes,1,0,1,0,1,1,4,4,2,2,3,Travel_Frequently,24,0,0.0,25,Medium,Yes,1
1869,46,Female,Sales,Sales Executive,3,Life Sciences,Married,7314,7823.314029052301,0.9348979183040671,Fair,21,4,3,1.3,No,8,7,0,7,14,5,2,3,3,3,2,Travel_Rarely,10,1,23960.664,15,Stable,Yes,1
1870,27,Female,Research & Development,Research Scientist,3,Life Sciences,Married,4774,4629.522109575618,1.0312079491154273,Fair,19,3,1,1.1,No,7,6,7,3,8,0,1,4,2,4,2,Travel_Frequently,15,1,11973.192000000001,35,Medium,No,0
1871,39,Male,Research & Development,Research Scientist,4,Other,Divorced,3902,4011.601339278781,0.9726789055019895,Fair,14,3,3,1.3,No,2,2,2,2,7,8,4,4,3,2,2,Travel_Rarely,19,1,8521.968,0,Stable,No,0
1873,55,Male,Research & Development,Research Scientist,4,Technical Degree,Married,2662,9308.378631223273,0.2859789127046038,Underpaid,20,4,1,1.1,No,5,2,0,4,19,8,4,2,4,2,2,Travel_Rarely,2,1,7027.680000000001,30,Medium,No,0
1875,28,Female,Sales,Sales Representative,3,Medical,Married,2856,2111.1899887940845,1.352791560759225,Overpaid,19,3,1,1.1,No,1,0,0,0,1,1,2,2,3,4,3,Travel_Rarely,3,0,0.0,15,Stable,No,0
1876,30,Male,Sales,Sales Representative,3,Medical,Single,1081,2111.1899887940845,0.5120335004134181,Underpaid,13,3,0,1.0,No,1,0,0,0,1,1,4,2,2,3,3,Travel_Rarely,9,0,0.0,30,Medium,Yes,1
1878,22,Male,Research & Development,Research Scientist,1,Life Sciences,Single,2472,1351.2741000033595,1.829384578594272,Overpaid,23,4,0,1.0,Yes,1,0,0,0,1,1,2,4,3,1,2,Travel_Rarely,7,0,0.0,40,Medium,Yes,1
1880,36,Female,Sales,Sales Executive,4,Technical Degree,Married,5673,6214.40788758984,0.9128786044651123,Fair,13,3,1,1.1,Yes,10,9,1,7,10,1,3,2,3,1,4,Travel_Rarely,10,0,0.0,25,Medium,No,0
1881,31,Male,Research & Development,Laboratory Technician,3,Life Sciences,Divorced,4197,5929.053062392389,0.7078702038646454,Underpaid,11,3,1,1.1,No,10,8,0,2,10,1,3,2,3,1,2,Travel_Rarely,20,1,6094.044000000001,30,Medium,No,0
